"","klasifikasi","score","text"
"363","Negatif",-1,"jokowi ingatkan jangan sampai salah pilih pemimpin warganet presiden atau petugas kampanye "
"364","Positif",1,"ryanlie higgsdominoid jokowi kemkominfo kayak nya kita butuh hacker pikir dari pada buat isi koin lebih baik buat bayar hacker handal aja buat obrak abrik sistem hdi"
"365","Positif",1,"kahmi apresiasi kinerja pemerintahan jokowimaruf "
"366","Positif",1,"bobbietrussell maryshelparaiso mantap terima kasih pak jokowi salam dari surabaya jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"367","Negatif",-3,"partaisocmed udh karakter bangsa sih mau acara siapapun sama saja budaya buang sampah sembarangan sudah mendarah daging hrsnya panitia or jokowi itu sendiri yg sering teriak revoluso mental ngingetin pendukung nya utk rapi dan bersih cuma bacotan kampanye revolusi mental"
"368","Netral",0,"eppoy sentinelshot dssupriyady cnnindonesia iya gw sirik banget koq bisa nya seorang kepala negara dijebak kek gini kan sedih banget "
"369","Negatif",-7,"engineerpajak kenapabingung restycayah msaiddidu jokowi oi binatang anjing kau mampus aja dikit dikit salah kan orang anjing macam kau berprestasi buat negara ini taek sipat manusia macam kau inilah yg menghancurkan nusantara ini sejak indonesia masih kerajaan iri dengki kebencian tiada akhir taek anjing kau"
"370","Netral",0,"verraagustian ajaran buya utk pilih anies sbg pemimpin aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco pakjk mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah sbyudhoyono sctv"
"371","Negatif",-7,"kenapabingung restycayah msaiddidu jokowi oi binatang anjing kau mampus aja dikit dikit salah kan orang anjing macam kau berprestasi buat negara ini taek sipat manusia macam kau inilah yg menghancurkan nusantara ini sejak indonesia masih kerajaan iri dengki kebencian tiada akhir taek anjing kau"
"372","Netral",0,"mariamuna mantap pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"373","Negatif",-2,"realbaco restycayah dia itu gak ngamuk wong dia juga gak peduli dg jokowi dia cuma caper alias menjilat pd jokowi biar makin di lindungi"
"374","Netral",0,"sobatanies partaisocmed jokowi g usah saya blokirnanti dia akan di blokir ama dirinya sendiri"
"375","Netral",0,"moonareas nicetrydud bandarkorup jokowi cinta "
"376","Negatif",-1,"drevachaniago jokowi merasa tertampar seperti yg pernah dia katakan gak "
"377","Netral",0,"fafamarifah abjadbiru jokowi kitaaaaaa lo ajj kali gue enggak"
"378","Negatif",-1,"usai berkeliling dengan para wartawan presiden jokowi kembali ke pendopo wantilan untuk menanti kedatangan para pemimpin g dan organisasi internasional presiden jokowi dan para pemimpin delegasi g dijadwalkan untuk menanam pohon mangrove bersama "
"379","Netral",0,"maryshelparaiso mantap memang pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur"
"380","Negatif",-1,"cobeh jokowi pendendam"
"381","Negatif",-2,"ramai capres rambut putih netizen kaitkan kriteria presiden jokowi mengarah terhadap ganjar pranowo "
"382","Negatif",-3,"andisinulingga jokowi pesab saya buat lae jadilah rakyat yg arif mengkritik dengan data dan hati nurani tanpa maksud terselubung"
"383","Negatif",-3,"kangl silahkan sakit hati sampai mati dan pak jokowi tetap presiden ri"
"384","Positif",6,"menteri merangkap agen asuransi coba mas prastow usul ke menkeu agar gaji menteri dinaikin sehingga para menteri fokus bekerja utk urusan publik amp taat konstitusi cc jokowi puanmaharaniri "
"385","Negatif",-1,"detikcom jokowi ga tau terimakasih pdiperjuangan hasto"
"386","Negatif",-1,"jokowi pendendam "
"387","Positif",1,"micheladaml tnhr freedomland jokowi hari ini kontan besok baru boleh pak jokowingurusi lingkungan rakyatlebihcintaanies rakyatlebihcintaanies"
"388","Negatif",-1,"mananpodungge eh sorry setidaknya walau gw gk kesanah gw ikut nyumbang lewat armycaratsama blink yah anj bantuan juga udh pada kesanahbukan berarti jokowi jadi junjungan ente bawa bawa allah ajah buat nyumpahin jelek yang belum pasti lawak"
"389","Negatif",-3,"sebaiknya presiden jokowi tdk memberi pernyataan yg beraneka ragam terkait dgn capres amp cawapres ini memberi kesan kepada masyarakat indonesia bahwa dia masih doyan kekuasaan serta kurang paham politik amp demokrasi juga menjauhkan dirinya dipahami rakyat sbg seorang negarawan"
"390","Netral",0,"yakuzavalhen foxpole agushamra tanmarm chusnulch erickthohir listyosigitp divhumaspolri kodok koreng penymbah jokowi emang paling goblok deh  sejak kapan acara doa ada dangdutan dobol kuro loe "
"391","Negatif",-6,"jokowi yth bapak presiden indonesia tolong baca sedikit komentar saya pak disini di palembang banyak sekali anak umur sampai tahun yg tidur di jalan yatim piatu yg kerja mencari bahan bekas mereka tidak sekolah pak tolong masa jabatan bapak yg tersisa tolong mereka pak"
"392","Negatif",-1,"jokowi pler lah kau pemimpin bekasi kota dr pdip kerja hasilnya ampas tai"
"393","Netral",0,"herryashari betul sayang terganjal system konstitusi kita padahal bangsa dan negara kita masih sangat membutuhkan kepemimpinan jokowi "
"394","Positif",1,"tepat yg dikatakan panda nababan tak mungkin seorang jokowi memberi tanggungjawab pada seseorang utk membantu menangani pernikahan puteranya bila tdk benar mempercayainya dg di berikannya tanggung jawab pada erick thohir artinya jokowi benar mempercayainya bangkitbersamaet "
"395","Negatif",-2,"ferdyferandi jokowi mohmahfudmd listyosigitp ada yang ngerti cara berpikir pak polisi ini "
"396","Netral",0,"inichxma pk jokowi"
"397","Negatif",-2,"pak haji jokowi lebih rajin salat dan lebih rajin puasa daripada kadrun radikal "
"398","Positif",1,"matosisativa insan jokowi lah dia presiden kurang power apalagimau jadi raja seumur hidup"
"399","Netral",0,"demangsinuhun restycayah jokowi hok hok si kadal ngamuk "
"400","Positif",1,"malanghammers pecutpecutan pak jokowi niki loh rakyate njenengan sing nyuwun keadilan dugi pemerintah"
"401","Positif",1,"yang tampak manis di depan pak jokowi disebuah perhelatan akbarmenampakan wajah aslinya setelah acara reuni pak jokowi dengan para pendukungnya ternyata mereka itubutuh tapi benci nyesek banget emang"
"402","Netral",0,"jokowi situ mikir rakyat ora"
"403","Positif",1,"pidato pakde jokowi ketika acara nusantara bersatu kemaren nusantarabersatu gelorabungkarno "
"404","Positif",1,"satriohendri tenang sat jokowi pasti akan dukung anies tp anies marsela bukn anies ini  "
"405","Positif",1,"arsenwira bambangwaluyo murisaij mariodevan pandji tetep aje pihak lu tuh nir empati di tmbh jokowi tuh msih presiden aktif tpi udh kampanye dan dukung salah satu paslon gada etika namanya itu klo gitu dilepas dulu jabatan presiden nya baru lanjut berkampanye"
"406","Positif",1,"rantajawi jayak maryshelparaiso itu semua berkat kinerja pak jokowi yang sangat baik masyarakat bangga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"407","Negatif",-2,"misalnya si mamak maksa anaknya jadi capres dan jokowi ga setuju kan tinggal bawa pilihan dan gerbongnya ke gerindra ato golkar kenapa malah anjink cikeas yg parno "
"408","Negatif",-1,"zebolady berdoa saja moga cepet tenggelamnyatu partaikami percaya jokowi "
"409","Negatif",-2,"akhirnya ada gunanya juga kabel udara fo yg malang melintamg paling tdk untuk menahan pohon roboh spt ini  "
"410","Positif",1,"tvonenews jangan pilih pemimpin hobby blusukan drama pencitraan dgn biaya besar tapi tidak ada hasil hanya menghasilkan utang menumpuk cc jokowi kspgoid kemensetnegri"
"411","Netral",0,"ketahanan pangan indonesia meningkat di era pak jokowi "
"412","Positif",3,"naturalmichin partaisocmed jokowi blokir genti  follow unfollow mute ras blok adalah hak mutlak setiap akun untuk menjamin kenyamanan penggunanya yang bebas dipergunakan tampa perlu ditanya alasannya"
"413","Netral",0,"jokowi telah lakukan vaksin booster indovac produksi dalam negeri endemicovid indonesiasehatindonesiahebat beritacovid ppkm "
"414","Positif",1,"jokowi raja kibul muka lo kaya bool monyet"
"415","Netral",0,"jokowi telah lakukan vaksin booster indovac produksi dalam negeri endemicovid indonesiasehatindonesiahebat beritacovid ppkm "
"416","Netral",0,"jokowi telah lakukan vaksin booster indovac produksi dalam negeri endemicovid indonesiasehatindonesiahebat beritacovid ppkm "
"417","Netral",0,"jokowi telah lakukan vaksin booster indovac produksi dalam negeri endemicovid indonesiasehatindonesiahebat beritacovid ppkm "
"418","Negatif",-2,"mufqifathino biasanya aku juga ikut kalo nankatsu pernah ngechant jokowi maruf juga malah"
"419","Negatif",-3,"seruanhl ternyata ajakan untuk melanggar konstitusi nkridprri fpksdprri ini udah bisa menjadi bahan untuk memakzulkan jokowi "
"420","Netral",0,"repdem pak jokowi jadilah presiden rakkyat jangan jadi presiden relawan "
"421","Netral",0,"aripras ocongboyy ajakan pakde utk pilih anies sbg pemimpin dukungan jk dan kadrun aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco pakjk mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah sbyudhoyono sctv"
"422","Negatif",-2,"serius indonesia isinya cuma pak jokowi pak prabowo pak ganjarpranowo dan pak aniesbaswedan capres"
"423","Netral",0,"abanward kalau panik gitu baru relawan jokowi"
"424","Netral",0,"mantap pak presiden jokowi makin hebat jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"425","Positif",1,"restycayah keren relawan jokowi itu di gbk kan"
"426","Positif",1,"bobbietrussell maryshelparaiso mantap terima kasih pak jokowi salam dari surabaya jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"427","Negatif",-2,"jokowi kumpulkan relawan di gbk pdi perjuangan geram "
"428","Netral",0,"diduga "
"429","Netral",0,"ackmalmajidd demangsinuhun restycayah jokowi sip berarti setuju periode yo "
"430","Negatif",-2,"selepas itu presiden jokowi mengajak para wartawan untuk berkeliling tahura dan melihat mangrove presiden memperkenalkan langsung spesies mangrove yang ada di area pembibitan antara lain rhizopora apiculata bruguiera gymnorrhiza dan celiops tagal "
"431","Negatif",-2,"jokowi iya ya tumben ga banyak yg muji dimari"
"432","Negatif",-2,"chalsofrivia presidenmerdeka sayasetiankri tanmarm jokowi acara nipu ibu ibu ngapain kejang kejang"
"433","Netral",0,"relawan jokowi berkumpul di gbk senayan dinas lingkungan hidup dki jakarta mengumpulkan ton sampah dalam acara yang digelar selama sehari itu "
"434","Negatif",-2,"restycayah kaesangp gibrantweet jokowi divhumaspolri puspentni mohmahfudmd fifacom pssi kelakuan gerombolan khilafuck mohmahfudmd majelisulamaid muipusat kemenagri dprri itjenkemdikbud kemkominfo polhukamri kemendagriri jokowi nadiemmakarim kemdikbudri nadirs divhumaspolri komnasham aagym bnptri kpaiofficial listyosigitp"
"435","Negatif",-1,"itu bukti bahwa anies lebih hebat dari jokowi karena hanya anies yang bisa ngajak masyarakat sholat di lapangan bola "
"436","Netral",0,"cebongmilitan jokowi susan nakula bungkustukang firzahusaininc ngkongroses vitaavp tuakbeerunited candrasmara pnlh exanaklolina deditelaumbanu perpanjang wajib polhukamri pdiperjuangan kspgoid"
"437","Positif",1,"veelaarhie sakarep mu gusarep neng planet pluto yoo rak onok ngaruh ne kokkami tetap percoyo karo pak jokowi gus "
"438","Netral",0,"alvinlie jokowi kalo ini sih setujuuuu"
"439","Netral",0,"semoga tanda jokowi longsor "
"440","Positif",1,"nadegemarzan putridrupadi maryshelparaiso mantap terima kasih pak jokowi salam dari surabaya jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"441","Netral",0,"jokowi rakyat relawan"
"442","Negatif",-1,"restycayah jokowi divhumaspolri puspentni pssi fifacom  ini pasti habis di ewek ga di bayar"
"443","Netral",0,"karsono niluhdjelantik jokowi kalau mau pansos jgn membodohkan diri spt ini tunjukkan kepintarannya"
"444","Netral",0,"rozalisubhan syarman bapak presidenku sampai msh tetep bpk jokowi merdeka "
"445","Netral",0,"jelang pilpres jokowi berpesan agar masyarakat memilih pemimpin yang senang turun ke bawah dan mau merasakan keringat rakyat selengkapnya "
"446","Negatif",-1,"tifsembiring itu yg masih teriak jokowi harus mundur apa gak malu juga"
"447","Negatif",-1,"engineerpajak bangsatkeren restycayah msaiddidu jokowi klo yang berbau bokep sudah pasti ganjarist "
"448","Netral",0,"si paling mikirin rakyat "
"449","Netral",0,"gibrantweet massampekan ke pak jokowi untuk menindak tambang pasir ilegal yg ada di kabklatenlebih dari titik lokasitp dibiarkanlistyosigitp ganjarpranowo"
"450","Netral",0,"mieheru jokowi di cuma pengen nunjukin kalo dia tanpa pdi masi ada relawan"
"451","Positif",1,"mantap pak jokowi lanjutkan demi kemajuan bangsa indonesia jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"452","Netral",0,"andasuhandaa jokowi parah banget ini presiden kita jokowi gak punya hati emak sudah sepuh njenengan begitu kan pak"
"453","Positif",1,"restycayah niluhdjelantik jokowi pagi siang malam mikirin aniesbaswedan udah pakai obat koreng merk apa hari ini sayang "
"454","Negatif",-2,"tifsembiring itu bukti mereka merasa nyaman om tifsembiring dgn kepemimpinan jokowi cuma kan om sdh tau apa jawaban pakde jokowi dia tahu dan dia mengerti jelas undang mengatur hal tersebutdan cukup periode sesuai konstitusi yg mengatur jabatan presiden begitu ommaaf klo slh"
"455","Positif",3,"jokowi selamat sore pak jokowi maaf mau tanya sdh berapa triliun untung dari penjualan bbm ditengah harga minyak dunia turun anda menaikan bbm pemimpin nyusahin rakyat akibat salah kebijakan"
"456","Netral",0,"ntt basis jokowi ganjar  "
"457","Negatif",-2,"direktur eksekutif indikator politik burhanuddin muhtadi dalam paparannya menyampaikan sebanyak persen publik menyebut penegakan hukum baik dengan rincian persen mengatakan sangat baik dan persen menyatakan baik "
"458","Negatif",-5,"karsono niluhdjelantik jokowi lha anda nanggapi apa baca dong twi nya jgn asal bunyi tp otak kosong udah jelas ditulis cari pemimpin yg mikirin rakyat keliatan dr kerutan di wajahnya ada jugq pemimpin kalimat ini saja anda tdk paham sokan merasa pintar"
"459","Negatif",-2,"andiarief justru narasimu yang dari kemarin sibuk membahas apa yang dia lakukan itu menunjukan jokowi itu kuat nyatanya dia hanya gitu saja dibahas ngak habis habis beda ama yang katanya mau turun gunung lah ini lah itu lah"
"460","Negatif",-1," ton sampah usai acara relawan politikus pdip cederai wibawa jokowi "
"461","Netral",0,"puspitaeka aparat yg takut ormas preman layak dicopot listyosigitp jokowi mohmahfudmd divhumaspolri"
"462","Positif",1,"pemerintahan jokowi terus memajukan bangsa indonesia jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"463","Netral",0,"jasmerahhh lakienjoy andisinulingga jokowi yoii bro apalagi jenggot bawah nya wwkwkkwk "
"464","Positif",1,"restycayah jokowi niluhdjelantik kalau ngebahas koreng terus jadi saya gak doyan makan lain kali kirim obat koreng dong kasian"
"465","Netral",0,"jayak maryshelparaiso keren memang presiden jokowi masyarakat mendukung kinerja pemerintahan jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"466","Netral",0,"restycayah niluhdjelantik jokowi gelar tiker  minum kopi sambil makan koreng pisang "
"467","Netral",0,"kenapabingung bangsatkeren restycayah msaiddidu jokowi cocok tuh dia jd ganjarist"
"468","Negatif",-3,"para ofisial media perwakilan dari negara g mengaku senang karena tanpa aturan protokoler yang ketat mereka bisa berbincang langsung dengan presiden jokowi salah satunya athi geleba dari afrika selatan yang sangat terkesan dengan keramahan presiden jokowi "
"469","Negatif",-1,"nanikkicrut jokowi hampa mungkin kata yg tepat "
"470","Negatif",-1,"antisipasi krisis pangan presiden jokowi tetapkan bahan pangan untuk dikelola pemerintah jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"471","Netral",0,"iskandarv ampasstt vivacoid kalau melihat dengan mata dan hati yg bersih baru tampa apa yg di kerhakan jokowi sekarang jawab jokoei apa yg dikibulin apa yg dibohongin coba jawab kamu bisa bicara tapi tidak mengerti apa yg kamu bicarakan sendiri coba jawab apa yg di bohongin jokowi"
"472","Negatif",-2,"tambang ilegal dikab klaten terutama di keckemalangaparat dan dinas terkait menutup matalebih dari titik tambang ilegall jokowi ganjarpranowo mohmahfudmd listyosigitp kompastv gibrantweet detikcom tvonenews matanajwa"
"473","Negatif",-1,"emak adalah kunci kemenangan ayo emak adik kakak sista jangan anggap remeh kekuatanmu bapak mendukung perjuangan kalian "
"474","Positif",1,"abdulkh hebat jokowi the best president of indonesia"
"475","Negatif",-3,"semiotika jokowi tentang wajah berkerut amp rambut putih "
"476","Negatif",-1,"kita memiliki spesies mangrove di sini kata presiden jokowi "
"477","Netral",0,"andisinulingga jokowi rekam jejaknya aja kayak gini trus apa yg bisa diandalkan dari bacotan spt ini "
"478","Negatif",-2,"bradharizz jokowi kelakuan gerombolan khilafuck mohmahfudmd majelisulamaid muipusat kemenagri dprri itjenkemdikbud kemkominfo polhukamri kemendagriri jokowi nadiemmakarim kemdikbudri nadirs divhumaspolri komnasham aagym bnptri kpaiofficial listyosigitp"
"479","Positif",1,"nadegemarzan getarannusa maryshelparaiso terima kasih pak jokowi masyarakat bangga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"480","Negatif",-3,"iknnewsantara abujibril hukumdan itukan kata elu buktinya gw gak tertipu sama jokowi si keluarga anggota rotari klub yg berbau zionis dari "
"481","Positif",1,"jokowi suntik vaksin doses ke jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"482","Positif",5,"jokowi kp kobokan banjar elor kl banjar harjo kb berebes ad satu warga yg tidak prnh mndptkn bantuan pangan ataupun uang dari daerah stmpat mohon di cek kmbli bpk presiden jokowi kasihan bpk rohman landung nama warga yg tidak prnh mndptkn bantuan beliau satu tahun sakit "
"483","Netral",0,"bradharizz jokowi emang pa itu apa"
"484","Negatif",-2,"muhammadsaewad kelakuan gerombolan khilafuck mohmahfudmd majelisulamaid muipusat kemenagri dprri itjenkemdikbud kemkominfo polhukamri kemendagriri jokowi nadiemmakarim kemdikbudri nadirs divhumaspolri komnasham aagym bnptri kpaiofficial listyosigitp"
"485","Netral",0,"hallo sahabat tweet dennysiregar mbroo mburatu evagintingsuka lejef jendelapublik jokowi exanaklolina uki yradianto yaqutcqoumas corbuzier mhon bntuanxmngkin saja sahabatku smuax ada kenalan kolektor brang antiksy mau jual brng ini krna sy sngat btuh skli uang "
"486","Negatif",-1,"kumparan jokowi pemimpin bukan dinilai dari fisik melainkan kontribusi yg sudah diberikan yuk upgrade logika berpikir"
"487","Netral",0,"jokowi kok msh kampanye pak e tu yg lagi musibah diurusi"
"488","Netral",0,"relawananies maksudnya jokowi merasa yg bisa mengungguli pak anies hanya jokowi doang hadeuhhh"
"489","Negatif",-1,"ayanimel wkwkwkwkwkw lo mau tau ciricuri dajal lo liat jokowi kpn berbohong"
"490","Negatif",-1,"acara jokowi di gbk ya  "
"491","Netral",0,"ferdyferandi ajakan pakde pilih anies sbg pemimpin yg kerja keras utk kadrun gerombolannya aniesbaswedan aniesfor ganjarpranowo jokowi sutanmangara bachrumachmadi oposisicerdas geloraco mdyasmara tatakujiyati ekowboy musniumar musniumarr geiszchalifah sbyudhoyono"
"492","Negatif",-1,"di pendopo wantilan presiden jokowi juga berbincang dengan para wartawan kepada alex wartawan asal amerika serikat presiden menjelaskan mengenai mangrove dan tahura "
"493","Negatif",-2,"jokowi ruu perkoperasian perlu diperjelas koperasi adalah bukan bumn dan bukan swasta"
"494","Positif",1,"suharmokos nah pintar udah tau bu mge realistis ngapain gembar gemborin ganjar di kira jokowi mau kudeta pdip apa biar ganjar di caloni jadi capres"
"495","Negatif",-3,"alextham bubarin aja tuh relawannya ga guna jugakira berani ga ya pak jokowi "
"496","Negatif",-2,"ganjar pranowo dirujak netizen usai pamer rambut hitam buntut riuh pernyataan jokowi kok pencitraan terus "
"497","Positif",1,"restycayah gibrantweet jokowi mereka tersenyum lebar sukses dan langsung cair  "
"498","Netral",0,"jokowi beri kode keras dukung ganjar pranowo di pilpres pemimpin pikirkan rakyat berambut putih "
"499","Negatif",-10,"sindaisalie apa kamu tahu perasaan ibuibu muslimat yg ditipu panitia penyelenggara diundang pengajian dg ulama top ternyata ditipu saat ingin keluar stadion pagar dikunci shg mereka gak bisa keluar dan para korban penipuan itu diklaim sbg relawan jokowi kurang jauh sinaumu ndoook"
"500","Netral",0,"restycayah jokowi dennysiregar hahaa jawab den sesekali"
"501","Netral",0,"cnnindonesia nolak di tu jok jokowi"
"502","Negatif",-3,"gue bingung acara unjuk kekuatan relawan jokowi itu harusnya bikin mamak banteng dan tuan puteri susah tidur kenapa malah kebo dan sapi yg kebakaran bijik "
"503","Negatif",-4,"dawiguna chusnulch jokowi neraka adalah milikmu ya narasi cerdas sedikit pak lihat subtansinya ada bencana tp kok sibuk kampanye habisin milyar lagi untuk apa jgn teriak kadrun saja"
"504","Positif",1,"jokowi disuntuk booster ke dengan vaksin indovac produksi dalam negeri jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"505","Negatif",-2,"restycayah niluhdjelantik jokowi ternyata kamu orang nya perhatian bgt ama mbokdhe niluh ya res "
"506","Netral",0,"ridwana maryshelparaiso keren memang presiden jokowi masyarakat mendukung kinerja pemerintahan jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"507","Negatif",-9,"niluhdjelantik woi ga ada yg menghina jokowi tapi sebaliknya jokowilah yg menghina dirinya sendirikarena sll membohongi rakyat loe selalu ngatain orang jaga kelakuan sedangkan kelakuan loe sendiri aja loe ga jagapinter menista dan menghina org lain sekalinya dirimu yg dihina lapor polisi"
"508","Positif",1,"jokowi yakin dengan vaksin lokal produksi dalam negeri jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"509","Netral",0,"indonesia beruntung punya presiden jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"510","Negatif",-1,"babeshelby tirtoid waktu ngusung jokowi di dan jg relawan jokowi berada diluar pdip"
"511","Positif",1,"jokowi terbaik presiden jokowi sangat menghargai pondok pesantren jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"512","Positif",1,"prabowo puan untuk indonesia semakin baik prabowopuan prabowopuan prabowopuanadalahkita prabowopenerusjokowi penerusjokowi indonesiadamai "
"513","Netral",0,"jokowi pantau kondisi pasca gempa cianjur jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"514","Negatif",-1,"jokowi ah tukang ngibul"
"515","Positif",3,"ooh jadi silaturahmi jokowi dan relawan kemarin utk solidaritas cianjur juga wah keren jokowi kreatif tak melulu hidup dgn nasbung sesekali yg di undang menyumbang  "
"516","Positif",1,"gerakan nusantara bersatu dibawah komando jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"517","Negatif",-1,"oerangb andiarief gk pa jg tp jangan bawa presidenbilang sj jokowi pribadi pengen blabla gitu sj kok repot"
"518","Netral",0,"jokowi siap bergerak untuk tingkatkan ketahanan pangan nasional jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"519","Positif",3,"inilah salah satu warisan spektakuler jokowi infrastruktur mangkrak menyusul utang yang mangkrak nasib ikn nusantara kala jokowi sudah lengser bakal jadi proyek mangkrak "
"520","Netral",0,"nyimaheswari wah makasih kompas masukan buat relawan jokowi buat lebih rapi dan bersih walaupun jumlah sampah dikali deh kayaknya kompaassss"
"521","Negatif",-3,"jokowi telah sertifikatkan tanah wakaf dan rumah ibadah jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"522","Negatif",-1,"minta waktu dia untuk ketemu aja susah bangett yaaa kaya minta ttd jokowi"
"523","Positif",1,"jokowi majukan kesehatan indonesia jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"524","Positif",1,"putridrupadi rantajawi maryshelparaiso mantap terima kasih pak jokowi salam dari surabaya jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"525","Negatif",-2,"oretorat yurissasamosir jokowi asal tidak ada kecurangan ya"
"526","Positif",1,"restycayah niluhdjelantik jokowi lanjut perangnya jang pepet terus"
"527","Netral",0,"bersama presiden jokowi membangun negeri jokowipresidenku "
"528","Negatif",-2,"imbottt helmifelis jokowi klo ngomong yg jelas di tipu bagaimana aq fine fine aja hidupku usahaku tambah lancar ke mana cepet transportasi nya makin beragam dan maju kereta api makin nyaman mewah jg jln di desaku beraspal semua"
"529","Negatif",-1,"rexychristian nasdem jokowi sp itu tebal muka semoga nasdrun di koma"
"530","Negatif",-1,"andiarief jokowi yes mantap pilihan pilpres nanti setelah pak jokowi memberikan clue pilpres ada rambut putih setelah pak prabowo kini pak jokowi memberi ciri rambut putih yaitu pak ganjar mngkn mereka akan jadi capres cawapres"
"531","Negatif",-2,"andisinulingga jokowi emang si andi diminta pendapatnyajo di rekern ah tukang nyinyir ini"
"532","Negatif",-1,"tips menyesatkan jokowi ganjar tolak diendorse "
"533","Positif",1,"sehat terus pak jokowi jokowi kerja untuk negeri presiden jokowi sangat menghargai pondok pesantren jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"534","Negatif",-1,"jokowi bergerak tingkatkan ketahan pangan nasional jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur ganjarpilihanjokowi "
"535","Negatif",-1,"gerombolan tulang lunak gak punya tempat di rusia jokowisampahmalam minggu m "
"536","Netral",0,"mbroo terus kl indonesia nggak baik saja nggak boleh makan gitu bela jokowi gpp tapi jangan terlalu berlebihanjokowi juga banyak kurangnya saat jadi presiden"
"537","Negatif",-3,"taufikdamas kan temenan pak jokowi ya begitu dong kiai lupa ya "
"538","Positif",1," kejadian mencengangkan saat acara relawan jokowi di gbksenayan "
"539","Negatif",-2,"parahmenjual agamatapi yg diberikan sebuah kemaksiatan dan kemunafikan serta pengkhianatan terhadap konstitusi "
"540","Positif",3,"herysbahri wongndeso msaiddidu itu lah ciri dari manusia pintar tidak menggunakan emosi seperti jokowi ke pak anis baswedan terlihat dari gesture seperti ga boleh orang berprestasi lihat saat persija juara liga  nampak pak anis tidak boleh tampil"
